Name,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Primary_Genre,Specific_Genre,Size,Original_Release_Year
Imperial,3.5,24,9.99,9+,Games,Strategy,17991680,2011
Nether Earth,3,103,0.99,4+,Games,Entertainment,4241408,2010
Legends of Elendria: The Frozen Maiden,3,258,0,9+,Games,Strategy,19264702,2010
"""Reiner Knizia's Medici HD""",4.5,725,3.99,4+,Games,Strategy,103183360,2010
Fanoron,1.5,56,0,4+,Games,Board,10132718,2010
Aqua Globs HD,3,63,0,4+,Games,Casual,10350262,2010
Bomb Squad Patrol,5,5,0,9+,Games,Strategy,8065334,2010
Dragon Go Client,4.5,60,0,4+,Games,Board,3892224,2010
TD Free,3,298,0,4+,Games,Entertainment,24436634,2010
Valor\u2122,4,12661,0,12+,Games,Strategy,62133248,2010
Simply Gomoku,3,93,0,4+,Games,Board,6281433,2010
Squares HD,NA,NA,0.99,4+,Games,Strategy,21003264,2010
Simulator for Starcraft 2 Lite,2.5,479,0,9+,Games,Simulation,5583336,2010
"""Jean's Boutique Lite""",3.5,563,0,4+,Games,Strategy,10961235,2010
Musket & Artillery: American Revolutionary War for iPad,3,100,2.99,9+,Games,Strategy,47011298,2010
"""Guns'n'Glory""",4,3673,0,12+,Games,Strategy,53997568,2010
"""Guns'n'Glory Premium""",3.5,3298,2.99,12+,Games,Entertainment,50094080,2010
Age of Conquest: World,3,354,4.99,12+,Games,Board,42478592,2010
Tap Tanks Lite,4,481,0,9+,Games,Action,30674388,2010
Niggle (Oh Hell),3,94,1.99,4+,Games,Entertainment,62168064,2010
Switch: Color Flip,4.5,24,0,4+,Games,Puzzle,17375232,2010
Digital Chess Clock,4.5,10,0,4+,Games,Strategy,1503232,2010
Eenies\u2122 at War,4,8861,0,9+,Games,Strategy,65256448,2010
IQ Test: Calculate your IQ,2,6,0,4+,Education,Strategy,10477568,2010
Starbase Command,3.5,663,0,9+,Games,Entertainment,19929855,2010
Tap Tanks HD Lite,3.5,296,0,9+,Games,Strategy,27007974,2010
Symmetry Shuffle,4.5,39,2.99,4+,Games,Strategy,36168704,2010
War of the Gods,3,403,0,9+,Games,Role,19490740,2010
Blood & Honor: War and Risk,4,5164,0,12+,Games,Entertainment,208402432,2010
Bees vs Ants Lite,4,139,0,4+,Games,Strategy,10950039,2010
HexAddict Free,2.5,15,0,9+,Games,Puzzle,2686976,2010
Anagram & Crossword Assistant,NA,NA,1.99,4+,Utilities,Strategy,24563712,2010
Chess Knight Go,3.5,515,0,4+,Games,Board,28962816,2010
Ten Drops,4,197,0,4+,Games,Entertainment,12941681,2010
Shogi Live,4.5,26,0,4+,Games,Strategy,112240640,2010
Magic Life Counter,4.5,1223,0,4+,Entertainment,Games,72173568,2010
Bomb Squad Patrol LITE,NA,NA,0,4+,Games,Entertainment,8636509,2010
Catan Classic HD,4,11125,4.99,4+,Games,Board,812956672,2010
Jumping Frog HD Lite,3,57,0,4+,Games,Entertainment,1121700,2010
Bicentenario 2010: Los H\xe9roes de M\xe9xico,4,37,0,9+,Games,Strategy,101123893,2010
Mind Twist,3,6,0.99,4+,Games,Strategy,39820288,2010
Hedgewars,2.5,341,0,9+,Games,Casual,181682176,2010
Land Air Sea Warfare HD RTS,4,660,1.99,12+,Games,Strategy,154198016,2010
Trek Quest HD,2.5,34,2.99,9+,Games,Strategy,52587520,2010
Neuroshima Hex,4.5,4516,4.99,9+,Games,Board,594029568,2010
Farm Aquarium,NA,NA,0.99,4+,Games,Simulation,94198784,2010
"Hammurabi, The Game",1.5,7,0.99,4+,Games,Role,70511616,2010
Hunt The Dragon,2.5,12,0.99,12+,Games,Role,66524160,2010
Hypno Digit,2.5,23,0,4+,Entertainment,Puzzle,1218106,2010
International Draughts 10x10,2.5,6,1.99,4+,Games,Board,1506304,2010
Stratosfall,4.5,889,4.99,9+,Games,Action,32216064,2010
Live Chess,4,1719,0,4+,Games,Board,45790208,2010
War of the Gods for iPad,3.5,88,0,9+,Games,Role,49774293,2010
Decked Builder Lite,3.5,58,0,9+,Games,Card,50365440,2010
Lead Wars,4,766,2.99,4+,Games,Strategy,21241856,2010
Touch of Combat Lite,2.5,28,0,12+,Games,Strategy,15812315,2010
Free Tiles Slider Puzzle For Kids(Picture Slider),3,26,0,4+,Games,Strategy,26655870,2010
Airport Madness Challenge,4,1815,0.99,9+,Games,Simulation,63327232,2010
Airport Madness Challenge Lite,4,6602,0,9+,Games,Simulation,63400960,2010
REVLUX Reverseit,2,9,0,4+,Games,Entertainment,2682880,2010
Advanced Mill,4,22,0.99,4+,Games,Board,33515520,2010
Battleheart,4.5,6983,2.99,9+,Games,Role,275684352,2011
Tanks and Turrets,3.5,36,0,12+,Games,Strategy,15852132,2010
Tic Tac Toe,NA,NA,0,4+,Games,Board,51328,2010
SimpleChess (Online),4.5,12,0,4+,Games,Board,61551616,2010
Army Lines,3.5,2492,0,17+,Games,Action,40911291,2010
Panzer Elite,3.5,66,0,9+,Games,Strategy,49209886,2010
"""Sally's Spa HD""",4,1920,4.99,4+,Games,Entertainment,252247040,2010
MiniTycoon Casino,2.5,10384,0,12+,Games,Simulation,19831723,2010
Game Dev Story,4.5,12485,4.99,4+,Games,Entertainment,191455232,2010
Sentinel 3: Homeworld,4.5,2820,0.99,9+,Games,Action,113908373,2010
ScriboLite,NA,NA,0,4+,Games,Strategy,26377216,2010
Free Sudoku Unlimited,2.5,93,0,4+,Games,Strategy,5017600,2010
Muhle and Mills,4,303,0,4+,Games,Strategy,12118016,2010
Cartoon Wars 2: Heroes,4.5,13147,0.99,12+,Games,Casual,42482779,2010
Decked Builder,4.5,1439,3.99,9+,Games,Entertainment,37890048,2010
Simply Gomoku Online,4,615,0,4+,Games,Board,8312661,2010
Hotel Dash Deluxe,4.5,36217,0.99,4+,Games,Entertainment,50085888,2010
Planet Minesweeper 3D,4,124,0.99,4+,Games,Puzzle,25516032,2011
Scribo,NA,NA,0.99,4+,Games,Strategy,16960512,2010
SparkChess Pro,4.5,59,6.99,4+,Games,Strategy,57085952,2010
Chess Trainer,3.5,113,0,4+,Games,Board,34477056,2010
Spooky House \xae Halloween,4,2002,0,4+,Games,Strategy,133463040,2010
CrossPix Magic Express,3,74,0,4+,Games,Strategy,6414161,2010
Zombie Trailer Park,4,12136,0,9+,Games,Action,40485929,2011
Stratego \xae Single Player,3.5,832,2.99,4+,Games,Entertainment,191513600,2010
"""Emily's Flights Lite""",3.5,383,0,4+,Games,Entertainment,27389160,2010
PipeRoll,4,18605,0.99,4+,Games,Strategy,32022528,2010
Flower Shop Big City Break Lite,3,94,0,4+,Games,Puzzle,28015888,2010
Hotel Dash,4.5,17551,0,4+,Games,Entertainment,50556928,2010
"""Jean's Boutique Deluxe""",3.5,137,1.99,4+,Games,Strategy,41875456,2010
"""Reiner Knizia's Ra""",4.5,1194,3.99,4+,Games,Board,50015232,2010
Tracks,3,32,0,4+,Games,Strategy,11968146,2010
Girls Cooking Games - Free barbecue cooking games,3,9,0,4+,Games,Entertainment,63982592,2010
"""Jean's Boutique: Holiday""",4,407,1.99,4+,Games,Strategy,42928128,2010
FiveInRow,NA,NA,1.99,4+,Games,Strategy,47307776,2010
Gem Struck,4,37,0.99,4+,Entertainment,Strategy,16351232,2010
Alphabet Race,3.5,19,0,4+,Games,Strategy,12328960,2010
Panzer Elite Lite,3.5,53,0,9+,Games,Entertainment,46484944,2010
Hotel Dash: Suite Success Deluxe,4,1006,2.99,4+,Games,Entertainment,40382464,2010
E.G. Chess,3.5,74,0.99,4+,Games,Board,75919360,2010
European War Lite for iPad,3.5,197,0,9+,Games,Board,24391873,2010
Aqueduct 101,4,1016,0,4+,Games,Entertainment,58638336,2010
Bomber Captain,3.5,35,0.99,12+,Games,Casual,58212352,2010
Chess..,1.5,56,0,4+,Games,Entertainment,224016384,2010
Executive Checkers,4,12,0,4+,Games,Board,25436160,2011
Simply Solitaire HD,4,7955,0,4+,Games,Strategy,51691520,2010
Just Solitaire: Russian,4,107,0,4+,Games,Entertainment,30312448,2010
Just Solitaire: 40 Thieves,4,531,0,4+,Games,Entertainment,30312448,2010
Checkers \u2116 1,4.5,1985,0,4+,Games,Strategy,72999936,2011
Emross War,3,5867,0,9+,Games,Role,18796544,2011
Bloons TD 4,4.5,8409,2.99,4+,Games,Strategy,24138752,2010
Infinite Battles,2,5,0,9+,Games,Strategy,57758720,2010
Shopping Mogul,3,15,0.99,4+,Games,Entertainment,23207936,2010
Galactic Conquest LITE!,2.5,30,0,4+,Games,Entertainment,13279232,2010
Accessible Minesweeper,4.5,12,0.99,4+,Games,Puzzle,7204864,2010
10-in-1 Board Games BA.net,2.5,243,0,4+,Games,Entertainment,45953024,2011
10-in-1 Board Games BA.net,2.5,243,0,4+,Games,Entertainment,45953024,2011
RobotNGun,4.5,3330,0.99,9+,Games,Strategy,44702166,2010
My Kingdom for the Princess II HD,4,346,4.99,4+,Games,Strategy,171450368,2010
Two Worlds II Castle Defense Lite,3,27,0,12+,Games,Action,84501159,2011
PANDANET(Go),3.5,140,0,4+,Games,Strategy,5956608,2011
Two Worlds II Castle Defense Lite HD,3.5,115,0,12+,Games,Action,101755824,2011
Yin and Yang,4,25,0,4+,Games,Board,24873984,2010
Galaxy Trek for iPad,4.5,141,0.99,4+,Games,Role,20115456,2010
NBTD Solitaire,4.5,552,0.99,4+,Games,Entertainment,102590464,2011
DigitZ - Brain-building addictive fun!,NA,NA,0.99,4+,Games,Casual,5841920,2010
East Front 2 HD,2.5,32,0,12+,Games,Strategy,24981103,2010
A1 Game Clock,3,12,0,4+,Games,Strategy,8323072,2010
I.Q. - Test,3,5,0,4+,Games,Education,54369280,2017
Musket & Artillery: American Revolutionary War Lite for iPad,3.5,119,0,9+,Games,Board,47373632,2010
Euchre HD,4,1841,0.99,4+,Games,Entertainment,35151872,2011
Tanks and Turrets HD,4,160,0,12+,Games,Simulation,14290626,2010
"""Helsing's Fire HD""",4.5,84,2.99,9+,Games,Puzzle,29290496,2010
US Warfare: Invasion,3.5,941,0,9+,Games,Role,20304441,2010
Hanto: Free Amazing Hex Board Game,4,12,0,4+,Games,Strategy,40961352,2010
Hack RUN,4.5,3455,0.99,12+,Games,Puzzle,50769920,2011
Snowman Play Swap,NA,NA,0,4+,Games,Strategy,28649472,2010
Kafka,NA,NA,0.99,4+,Games,Board,598016,2010
Five Field Kono,3,6,0,4+,Games,Board,28079104,2011
Guess Number Free,3.5,8,0,4+,Games,Strategy,1746288,2010
Easy Oware,NA,NA,0,4+,Games,Board,2378647,2010
Bubble Shooter Game Classic,4,172,0,4+,Games,Trivia,51535872,2010
Empire Online,4.5,15468,0,9+,Games,Role,169856000,2011
AngerOfStick2,4.5,41024,0,9+,Games,Strategy,11283887,2010
Try Try Again,2,1675,0,4+,Games,Puzzle,3198976,2010
DOFUS : Battles Lite,5,39,0,9+,Games,Role,14527116,2011
DOFUS : Battles HD,4.5,180,1.99,9+,Games,Role,66781393,2011
DOFUS : Battles HD Lite,4.5,47,0,9+,Games,Role,21481158,2011
ROMANCE OF THE THREE KINGDOMS\u30002,3.5,57,11.99,4+,Games,Entertainment,423871488,2010
Fun Bridge,4.5,9418,0,4+,Games,Strategy,220413952,2010
Hot Springs Story,4.5,574,4.99,4+,Games,Strategy,183409664,2011
Countess Thalia Solitaire,NA,NA,2.99,4+,Games,Card,4723712,2010
TowrCraft,3.5,733,0,12+,Games,Entertainment,31388320,2011
European War 2,4.5,538,0.99,9+,Games,Strategy,30947328,2010
CrossOver,NA,NA,0.99,4+,Games,Puzzle,12695552,2010
AngerOfStick2: Free,4,5113,0,9+,Games,Strategy,8201413,2010
Doodle Jewels,4.5,513,2.99,4+,Games,Strategy,23708672,2010
Catcha Mouse HD,3.5,820,0,4+,Games,Strategy,66686012,2011
My Kingdom for the Princess II HD Lite,4,114,0,4+,Games,Simulation,82959360,2011
Countess Thalia Solitaire Lite,NA,NA,0,4+,Games,Card,9157632,2010
Liquid Defense Lite,2,53,0,4+,Games,Entertainment,19180544,2010
Hydrothermal Lite,2.5,29,0,4+,Games,Simulation,8567808,2010
Doodle Jewels Lite,4,610,0,4+,Games,Entertainment,29645824,2010
Pai Gow Tutor,4.5,21,0,4+,Games,Entertainment,2703360,2010
World to Conquer,3.5,8,2.99,9+,Games,Strategy,33408000,2011
Castle Wars,4,575,0,12+,Games,Action,31687274,2011
Vikings and Bankers,2.5,109,0,9+,Games,Strategy,13119602,2010
Esfera Chess,3.5,74,0,4+,Games,Education,2052096,2011
Empire Quest,NA,NA,0,4+,Games,Adventure,31424512,2011
"""Tap 'n' Pop HD Lite""",3.5,701,0,4+,Games,Entertainment,15311872,2010
East Front 2,4,17,0,12+,Games,Action,14916751,2010
Bubble Ball,3,32290,0,4+,Games,Entertainment,13466624,2010
Notakto,4.5,14,0,4+,Games,Board,29096960,2010
Splat It! - Free,3,58,0,4+,Games,Strategy,18592360,2011
"""Tap 'n' Pop HD""",4,424,2.99,4+,Games,Entertainment,9819136,2010
CrossOver HD,NA,NA,0.99,4+,Games,Education,12609536,2011
Easy Chess,1,15,0,4+,Games,Entertainment,409570,2011
Easy Chess,1,15,0,4+,Games,Entertainment,409570,2011
RPS World Masters - Online Rock Paper Scissors,3.5,49,0,4+,Games,Strategy,3750576,2011
Bad Air Day LITE,3.5,701,0,4+,Games,Strategy,16633132,2011
Dash Race,4,167,0.99,4+,Games,Strategy,50941952,2011
Padd Trek,4.5,70,0,9+,Games,Strategy,41119463,2011
Sudoku 81 Squares FREE \u6578\u7368 \uc2a4\ub3c4\ucfe0 81\u4e57 \u0421\u0443\u0434\u043e\u043a\u0443 10000 sudoku puzzles,4,37,0,4+,Games,Lifestyle,3123405,2011
Fruit Remover,4,10,0,4+,Games,Puzzle,58437632,2011
Bees & Flowers,2,13,0,4+,Games,Entertainment,1179286,2011
SOS Puzzle Free!,1.5,10,0,4+,Games,Entertainment,10027008,2011
European War 2 for iPad,4.5,689,2.99,9+,Games,Strategy,60491776,2011
Bubble Pops! - Free Bubble Busting Strategy Game,3.5,498,0,4+,Games,Strategy,84131840,2011
Full Deck Solitaire,4.5,14777,0,4+,Games,Entertainment,139816960,2011
Farm Aquarium HD,NA,NA,0.99,4+,Games,Entertainment,26283008,2011
Halma,NA,NA,0.99,4+,Games,Board,5775360,2011
POP ROCKS WORLD - MUSIC RPG GAME,2.5,17,0,12+,Games,Role,49848517,2013
KAPICU,4,124,0,4+,Utilities,Strategy,73899008,2011
NBTD Solitaire Lite,4,265,0,4+,Games,Entertainment,109746176,2011
MarbleMatch,4,1017,0,4+,Games,Puzzle,7913472,2011
Jewel Lines HD,4,17,2.99,4+,Games,Puzzle,3580928,2011
Inside Trader Lite 3,2,9,0,9+,Games,Simulation,5333905,2011
Jewel Lines HD Lite,2,312,0,4+,Games,Puzzle,6435840,2011
NBTD FreeCell,4,179,0.99,4+,Games,Entertainment,86999040,2011
Anthill,5,12774,4.99,9+,Games,Strategy,62007296,2011
Smoothie Moves \u2122,4,526,0.99,4+,Games,Strategy,5010544,2011
Puzzle Marble Free,3,84,0,4+,Games,Strategy,27556652,2011
Puzzle Marble HD Free,2.5,125,0,4+,Games,Strategy,24527694,2011
Find the differences Puzzle - Spot the Difference games,4,50,0,4+,Games,Puzzle,29192192,2011
Are You Quick Enough? Training - The Ultimate Reaction Test,4,552,0,4+,Games,Entertainment,37572608,2011
Enemy Alert!,3.5,201,0,12+,Games,Action,8723252,2011
Peg Board,4,103,0,4+,Games,Puzzle,22822912,2011
"""Ada's Shopping Mall""",3.5,263,0,4+,Games,Simulation,16331458,2011
"""Reiner Knizia's Labyrinth HD Lite""",3.5,136,0,9+,Games,Puzzle,52613120,2011
Doodle Jewels HD,4,496,2.99,4+,Games,Puzzle,39838720,2011
Doodle Jewels HD Lite,3.5,576,0,4+,Games,Puzzle,47139840,2011
Decked Builder HD,4.5,790,5.99,9+,Games,Strategy,40597504,2011
War 2 Victory,3,3909,0,17+,Games,Simulation,131172352,2011
DOGFIGHT!,3,1018,0,4+,Games,Strategy,10652411,2011
"Hammurabi, The Game - HD",NA,NA,0.99,4+,Games,Entertainment,15377408,2011
TicTacToe Master3D,NA,NA,0,4+,Games,Puzzle,9749504,2011
Take 1 or 2,NA,NA,0.99,4+,Education,Family,930816,2011
Hekkie Hek,NA,NA,0.99,4+,Games,Strategy,66145280,2011
Shatranj,NA,NA,0,4+,Games,Strategy,7634750,2011
Poshi Toky,NA,NA,0.99,4+,Games,Entertainment,106615808,2011
Forklift Guy,4,25,0.99,4+,Games,Strategy,13816832,2011
ChessBase Online,2.5,157,4.99,4+,Games,Reference,73814016,2011
Mixture,3.5,271,0,12+,Games,Puzzle,89993216,2011
"Catch the Donut Game Lite ""iPad Edition""",2.5,330,0,4+,Games,Strategy,2516220,2011
GemCraft,4.5,1174,2.99,9+,Games,Strategy,19544803,2011
Jewish Temple Jigsaw Puzzle Game HD Lite,NA,NA,0,4+,Games,Puzzle,2050395,2011
Sudoku *,2.5,38,0,4+,Games,Sports,3944447,2011
METAWAR,3.5,16,0.99,12+,Games,Strategy,8273920,2011
Eugene Chess HD,3,19,0,4+,Games,Entertainment,4449280,2011
Companions,4.5,371,0,12+,Games,Strategy,82830336,2011
Flip \u25cc,4,7,0,4+,Games,Strategy,26068992,2011
Crazy Harbor,3.5,275,0,4+,Games,Strategy,17248256,2011
Sea Jurassic Craft,4.5,3548,0,4+,Games,Entertainment,115684352,2011
Farm Frenzy 3 Free,3,185,0,4+,Games,Strategy,96057079,2011
Dyson Telescope Game,4.5,18,0,4+,Games,Strategy,289805,2011
Online Sniper League,4.5,14789,0,9+,Games,Action,24502272,2011
European War 2 Lite,4,161,0,9+,Games,Entertainment,24142820,2011
European War 2 Lite for iPad,4,123,0,9+,Games,Strategy,53060699,2011
Golden 4,NA,NA,0.99,4+,Games,Trivia,4643840,2011
Golden 4,NA,NA,0.99,4+,Games,Trivia,4643840,2011
Drug Wars!,4,617,0,17+,Games,Strategy,17531234,2011
DOFUS : Battles,4.5,461,0.99,9+,Games,Role,38953615,2011
Shatranj HD,NA,NA,0,4+,Games,Strategy,7850949,2011
Shogi Demon XL,4,5,3.99,17+,Games,Strategy,14589952,2011
Balloon Explosion,NA,NA,0,9+,Entertainment,Action,2807707,2011
Conquist 2,4.5,3210,2.99,4+,Games,Entertainment,47837184,2011
RollRover Free,5,6,0,4+,Games,Puzzle,17690170,2011
Defender of Diosa,4,599,0,9+,Games,Entertainment,19214839,2011
Lords & Knights - Medieval MMO,4.5,6160,0,4+,Games,Strategy,503759872,2011
NBTD FreeCell Lite,4,686,0,4+,Games,Entertainment,95590400,2011
Space Cargo,NA,NA,0.99,4+,Games,Action,402186240,2016
Top Chess,3.5,16,0,4+,Games,Entertainment,1375202,2011
Chess Tiger Pro,5,20923,7.99,4+,Games,Board,43340800,2011
"FiveInRowLT - ""Five in a Row""",NA,NA,0,4+,Entertainment,Games,52939776,2011
Fast Traffic,3.5,698,0,4+,Games,Entertainment,139298816,2011
Radzone : The Nuclear War Game,3.5,68,2.99,9+,Games,Strategy,55430144,2011
Puissance 4 Lite,NA,NA,0,4+,Games,Strategy,4061693,2011
Doodle Train - Railroad Puzzler,4,538,0,4+,Games,Strategy,19522012,2011
Backgammon Gold,3.5,3154,0,4+,Games,Strategy,89321472,2011
Rift Soul Calculator,4.5,834,0,4+,Games,Entertainment,24945862,2011
Balance IT,2.5,97,0,4+,Games,Strategy,144000000,2011
Jungle Games Free,4,5,0,4+,Games,Strategy,14287257,2011
"""9 Men's Morris""",3.5,203,0,4+,Games,Board,30434304,2011
Ace Lie Detector Polygraph,3,338,0,4+,Entertainment,Strategy,15328256,2011
Mother Of All Battles,4,142,0,9+,Games,Strategy,45227008,2011
Word Assist,NA,NA,0.99,4+,Games,Word,18002944,2011
Sunshine Acres Lite,3.5,27,0,4+,Games,Simulation,31928390,2011
Sunshine Acres HD Lite,4,23,0,4+,Games,Strategy,17518959,2011
Bees,4,607,0,4+,Games,Family,32487676,2011
Lines Classi\u0441,4.5,9,0.99,4+,Games,Puzzle,19858432,2011
"""Ada's Fitness Center""",3.5,333,0,4+,Games,Entertainment,14889932,2011
Great Little War Game HD,4.5,19322,1.99,12+,Games,Role,38559147,2011
Bloons TD 4 HD,4,2582,2.99,4+,Games,Strategy,164235264,2011
Minesweeper!,4.5,2931,0,4+,Games,Strategy,51631104,2011
World Conqueror 1945,4.5,698,2.99,9+,Games,Entertainment,34198528,2011
World Conqueror 1945,4.5,698,2.99,9+,Games,Entertainment,34198528,2011
Bobby Fischer Complete Collection,2,16,1.99,4+,Games,Strategy,40583168,2011
World Conqueror 1945 for iPad,4.5,709,2.99,9+,Games,Strategy,61742080,2011
Classic Lines,3.5,23,0.99,4+,Games,Puzzle,27610112,2011
Forbidden Island,4.5,1361,4.99,9+,Games,Strategy,141209600,2011
"""Garry Kasparov's Complete Chess Collection""",2.5,9,1.99,4+,Games,Entertainment,39432192,2011
Pocket Bugs & Photo Destroyer: Destroy insects and relief stress!,3.5,244,0,9+,Games,Strategy,51228672,2011
11Go,4,8,0.99,4+,Games,Strategy,55363584,2011
Plush Wars Lite,3,48,0,4+,Games,Entertainment,93532542,2011
Hanto HD: Table-top Strategy Forever!,3,25,0,4+,Games,Strategy,40899848,2011
Go Books,4,156,0,4+,Book,Games,20283392,2011
Plush Wars HD Lite,3.5,56,0,4+,Games,Casual,95960305,2011
"""Kasparov's Choice: 100 Influential Chess Games""",2.5,6,0.99,4+,Games,Strategy,39604224,2011
"""Sally's Studio""",4.5,2169,2.99,4+,Games,Casual,509799424,2011
Brain Teaser Extreme,4,204,0,4+,Games,Puzzle,26561536,2011
Squidge Rush Lite,NA,NA,0,4+,Games,Action,31031391,2011
Hack RUN Lite,4,1932,0,12+,Games,Strategy,12764160,2011
"""Jean's Boutique 2!""",4,2243,0,4+,Games,Strategy,94828544,2011
Forklift Guy Lite,3.5,7,0,4+,Games,Puzzle,10205035,2011
War 2 Victory HD,3.5,605,0,17+,Games,Simulation,135835648,2011
Draft Trainer,3.5,88,1.99,9+,Games,Utilities,28120064,2011
Somalia Game,4.5,55,0.99,9+,Games,Strategy,14193664,2011
Power Duel,NA,NA,0.99,4+,Entertainment,Strategy,39514112,2011
Crime City,4,51485,0,17+,Games,Entertainment,131874816,2011
Tikal,4.5,648,3.99,4+,Games,Strategy,113505280,2011
Trenches: Generals,3.5,568,0.99,9+,Games,Entertainment,51644805,2011
Master Solitaire,4,15,0,4+,Games,Strategy,2211840,2011
Mathoku,NA,NA,0.99,4+,Games,Strategy,30656512,2011
#Lost in Space,4.5,26,0,4+,Games,Family,36798319,2011
Pocket Academy,4.5,681,4.99,4+,Games,Entertainment,245374976,2011
Stacking Island,3.5,49,0,4+,Games,Entertainment,15809718,2011
Fishing Life,4.5,141,0,4+,Games,Strategy,48439106,2011
Acquisition,NA,NA,0.99,4+,Games,Strategy,17015808,2012
Ticket to Ride,4,5755,6.99,4+,Games,Board,668668928,2011
TapDefenseHD,3.5,102,0,9+,Games,Strategy,16554609,2011
Hack RUN 2 - Hack ZERO,4.5,357,2.99,12+,Games,Strategy,12897280,2011
Assault Commander Ultimate,4,199,1.99,12+,Games,Board,61392896,2011
Chess Puzzles Pro,3,21,1.99,4+,Games,Entertainment,4679680,2011
9Heroes Defence : Zombie Invasion,4.5,1157,0,12+,Games,Strategy,75412602,2011
Tactical Warrior Lite,4.5,17,0,9+,Games,Strategy,17133371,2011
Control Craft,3.5,62,0,4+,Games,Puzzle,43126784,2011
Koi Kei Bakery Lite,3.5,38,0,4+,Games,Strategy,14801992,2011
Outwitters,4.5,5019,0,12+,Games,Entertainment,461504512,2012
DinerTown Pets,4.5,1721,0,4+,Games,Simulation,55476937,2011
Decked Drafter,3,163,0,9+,Games,Card,29739008,2011
TowrCraft HD,3.5,61,0,12+,Games,Strategy,31544770,2011
Bees HD,4.5,331,0,4+,Games,Family,82677264,2011
Lines Master Game,4,8,0,4+,Games,Strategy,69645312,2011
400 Arba3meyeh Multiplayer,2.5,22,0.99,4+,Games,Strategy,45342720,2011
Avatar Fight,4.5,5468,0,9+,Games,Strategy,67420160,2011
Dragon Lords,4.5,4275,0,12+,Games,Role,20635648,2011
Dudu Link,4,40,0,4+,Games,Trivia,24913920,2011
World Conqueror 1945 Lite,4,71,0,9+,Games,Strategy,26745135,2011
World Conqueror 1945 Lite for iPad,4,79,0,9+,Games,Board,56763252,2011
Tutorial for ROBLOX,3,189,0.99,4+,Reference,Games,5594112,2011
Chess Club - Open,4,97,0,4+,Games,Strategy,10983424,2011
Mathemagical,NA,NA,0,4+,Games,Education,21252920,2011
Battle On The Sea for iPad,4,6,0.99,4+,Games,Board,27770880,2011
Battle On The Sea for iPad,4,6,0.99,4+,Games,Board,27770880,2011
Jelly Defense,4.5,5211,2.99,4+,Games,Entertainment,297523200,2011
Explosive \u9ed1\u767d\u68cb,4,21,0,4+,Games,Board,20881408,2011
"Stupid Test: Brainteasers, Trivia, and Logic",NA,NA,0.99,4+,Entertainment,Trivia,17600512,2011
Musket Smoke,4.5,147,0,4+,Games,Education,207930368,2012
Klaverjassen,4.5,28,2.99,4+,Entertainment,Games,82276352,2011
Frozen Equilibrium,5,185,0,4+,Games,Strategy,19635080,2011
Antroad Defense for iPhone (Retina support),4.5,71,0.99,4+,Games,Role,54432768,2011
Grand Defense,4,1975,0,4+,Games,Strategy,54656000,2011
Robotek,4,1457,0,4+,Games,Role,14261248,2011
"""Sally's Studio HD""",3.5,477,4.99,4+,Games,Entertainment,647016448,2011
Hack RUN 2 - Hack ZERO HD,4.5,67,2.99,12+,Games,Puzzle,13284352,2011
MemPathy,NA,NA,0,4+,Games,Strategy,6982656,2012
Ching Chang Chong,NA,NA,0,4+,Games,Family,241895,2011
Crimson: Steam Pirates,4.5,10640,0,12+,Games,Strategy,180524503,2011
PicoPicoFighters,4.5,52,2.99,4+,Games,Entertainment,2350080,2011
Pioneer Lands lite: western settlers strategy,4,162,0,4+,Games,Simulation,16177987,2011
Starbase Orion,4.5,2295,7.99,9+,Games,Strategy,261958656,2011
Battle-Boats Extreme,2.5,26,0,4+,Games,Entertainment,5351974,2011
Puerto Rico HD,4.5,3181,3.99,4+,Games,Entertainment,103260160,2011
Island Tribe HD Free,3,173,0,4+,Games,Strategy,123760640,2011
Spell Words,NA,NA,0,4+,Games,Word,20009584,2012
QQ Restaurant,4,169,0,4+,Games,Entertainment,54674744,2011
Siga,4,44,0,4+,Games,Strategy,33016341,2011
Tanks and Turrets Off-Road HD,4.5,58,0,9+,Games,Simulation,15297039,2011
Catanerator - Map Generator,3.5,279,0,4+,Games,Utilities,8681472,2011
Memory Burn,NA,NA,0.99,4+,Games,Puzzle,4947968,2011
